epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
41,31349.3,1.01268,1.29043,1.15949,0.72756,0.62396,0.68738,0.52342,0.93314,0.98646,1.04028,0.00505,0.00505,0.00505
42,32108.9,1.00683,1.28002,1.1556,0.73044,0.62439,0.68884,0.52472,0.93147,0.98277,1.03906,0.00492625,0.00492625,0.00492625
43,32866.7,1.00549,1.272,1.15477,0.73315,0.62489,0.69029,0.52612,0.92993,0.97922,1.03789,0.0048025,0.0048025,0.0048025
44,33625.1,1.00116,1.26364,1.15113,0.7334,0.62665,0.69178,0.52748,0.92822,0.9755,1.03654,0.00467875,0.00467875,0.00467875
45,34383.6,0.99925,1.26144,1.15231,0.73453,0.62746,0.69311,0.52901,0.92657,0.97158,1.03538,0.004555,0.004555,0.004555
46,35140.9,1.00422,1.2603,1.15195,0.73482,0.62926,0.69473,0.53045,0.92468,0.96784,1.03403,0.00443125,0.00443125,0.00443125
47,35898.7,0.99283,1.24824,1.14692,0.73568,0.63043,0.69627,0.53179,0.92303,0.96416,1.03279,0.0043075,0.0043075,0.0043075
48,36652,0.99012,1.23457,1.14341,0.73919,0.62993,0.69773,0.5333,0.92138,0.95999,1.03142,0.00418375,0.00418375,0.00418375
49,37399.5,0.9897,1.23362,1.14343,0.73861,0.63259,0.69941,0.53483,0.91978,0.95577,1.03017,0.00406,0.00406,0.00406
50,38141.3,0.9855,1.22505,1.14195,0.73919,0.63419,0.70092,0.53639,0.91822,0.95154,1.0289,0.00393625,0.00393625,0.00393625
51,38880.5,0.97789,1.21569,1.13835,0.7431,0.63411,0.7025,0.53787,0.91661,0.94719,1.02762,0.0038125,0.0038125,0.0038125
52,39620.5,0.97879,1.20517,1.13625,0.7447,0.63582,0.70432,0.53944,0.91475,0.94264,1.0262,0.00368875,0.00368875,0.00368875
53,40359.8,0.97643,1.19356,1.13759,0.74633,0.63691,0.70594,0.54109,0.91292,0.93802,1.0248,0.003565,0.003565,0.003565
54,41105.9,0.97114,1.19169,1.13229,0.74614,0.63912,0.70756,0.54265,0.91111,0.93351,1.02349,0.00344125,0.00344125,0.00344125
55,41846,0.96955,1.18577,1.12878,0.74853,0.63952,0.70919,0.54427,0.90919,0.92885,1.02203,0.0033175,0.0033175,0.0033175
56,42585.6,0.96475,1.18205,1.13087,0.75011,0.64152,0.71105,0.54605,0.90743,0.92419,1.02066,0.00319375,0.00319375,0.00319375
57,43324.3,0.96253,1.17189,1.12787,0.75106,0.64299,0.71283,0.54784,0.90548,0.91966,1.01907,0.00307,0.00307,0.00307
58,44062.9,0.95945,1.16163,1.12504,0.754,0.64381,0.71457,0.54959,0.90353,0.91498,1.01757,0.00294625,0.00294625,0.00294625
59,44803.5,0.95582,1.15097,1.12225,0.75487,0.64529,0.71628,0.55124,0.90168,0.91039,1.01615,0.0028225,0.0028225,0.0028225
60,45542.3,0.95403,1.14554,1.12193,0.75676,0.64648,0.71809,0.55293,0.89959,0.90576,1.01466,0.00269875,0.00269875,0.00269875
61,46283.5,0.95014,1.14397,1.11856,0.75771,0.64789,0.71986,0.55464,0.89776,0.90095,1.01323,0.002575,0.002575,0.002575
62,47024.5,0.94554,1.13504,1.11545,0.75879,0.64999,0.72168,0.55638,0.89585,0.89619,1.01169,0.00245125,0.00245125,0.00245125
63,47765.9,0.93896,1.12298,1.11198,0.76143,0.65045,0.72355,0.5582,0.8938,0.89144,1.01017,0.0023275,0.0023275,0.0023275
64,48506.8,0.93737,1.11871,1.11241,0.76212,0.65277,0.72533,0.56,0.89185,0.88676,1.00868,0.00220375,0.00220375,0.00220375
65,49247.1,0.93506,1.10598,1.11156,0.76284,0.65504,0.72713,0.56192,0.88998,0.88204,1.00725,0.00208,0.00208,0.00208
66,49985.8,0.92999,1.10065,1.10738,0.76344,0.65746,0.72892,0.56366,0.88789,0.87732,1.00559,0.00195625,0.00195625,0.00195625
67,50723.8,0.93253,1.09002,1.10571,0.76438,0.65961,0.73087,0.56539,0.886,0.87271,1.00407,0.0018325,0.0018325,0.0018325
68,51461.7,0.92536,1.08213,1.10399,0.76488,0.66186,0.73276,0.56737,0.884,0.86799,1.0025,0.00170875,0.00170875,0.00170875
69,52199.7,0.91877,1.07023,1.10162,0.76563,0.66407,0.73474,0.5693,0.88201,0.86321,1.00102,0.001585,0.001585,0.001585
70,52941,0.91448,1.06545,1.10036,0.76898,0.66464,0.73669,0.5712,0.87987,0.85848,0.99951,0.00146125,0.00146125,0.00146125
71,53706.6,0.92481,0.96818,1.08283,0.77072,0.66604,0.73864,0.57315,0.87769,0.85371,0.99793,0.0013375,0.0013375,0.0013375
72,54446.5,0.91107,0.94102,1.07385,0.77205,0.66759,0.74054,0.5752,0.87529,0.84882,0.99628,0.00121375,0.00121375,0.00121375
73,55185.4,0.9052,0.92533,1.07102,0.77286,0.66975,0.74253,0.57723,0.87298,0.84396,0.99469,0.00109,0.00109,0.00109
74,55924.7,0.90076,0.91103,1.06787,0.77442,0.67123,0.74454,0.5792,0.87071,0.83905,0.993,0.00096625,0.00096625,0.00096625
75,56667.2,0.89355,0.89885,1.06301,0.77617,0.6731,0.74649,0.58121,0.86849,0.83399,0.99137,0.0008425,0.0008425,0.0008425
76,57421.5,0.88691,0.88347,1.0602,0.779,0.6738,0.74843,0.5833,0.86622,0.82888,0.98973,0.00071875,0.00071875,0.00071875
77,58166.8,0.88495,0.87329,1.05855,0.7823,0.67492,0.75041,0.58532,0.86398,0.82382,0.98808,0.000595,0.000595,0.000595
78,58905.5,0.87866,0.86245,1.05634,0.78437,0.67614,0.75232,0.58736,0.86184,0.81887,0.98655,0.00047125,0.00047125,0.00047125
79,59642.7,0.87394,0.85369,1.05091,0.78723,0.6773,0.75435,0.58931,0.85979,0.81393,0.98504,0.0003475,0.0003475,0.0003475
80,60380.7,0.86891,0.84411,1.05152,0.79016,0.67884,0.75637,0.59122,0.85779,0.80906,0.98355,0.00022375,0.00022375,0.00022375
